Id,Region,Country,State,City,Month,Day,Year,AvgDailyTemperature
794764,Europe,Italy,,Milan,10,7,1995,63.3
794765,Europe,Italy,,Milan,10,8,1995,62.6
794766,Europe,Italy,,Milan,10,9,1995,64.6
794767,Europe,Italy,,Milan,10,10,1995,64.7
794768,Europe,Italy,,Milan,10,11,1995,62.1
794769,Europe,Italy,,Milan,10,12,1995,59.8
794770,Europe,Italy,,Milan,10,13,1995,57.9
794771,Europe,Italy,,Milan,10,14,1995,56.3
794772,Europe,Italy,,Milan,10,15,1995,55.9
794773,Europe,Italy,,Milan,10,16,1995,54.8
794774,Europe,Italy,,Milan,10,17,1995,53.7
794775,Europe,Italy,,Milan,10,18,1995,50.6
794776,Europe,Italy,,Milan,10,19,1995,51.8
794777,Europe,Italy,,Milan,10,20,1995,51.1
794778,Europe,Italy,,Milan,10,21,1995,52.0
794779,Europe,Italy,,Milan,10,22,1995,52.5
794780,Europe,Italy,,Milan,10,23,1995,51.0
794781,Europe,Italy,,Milan,10,24,1995,44.2
794782,Europe,Italy,,Milan,10,25,1995,45.3
794783,Europe,Italy,,Milan,10,26,1995,-99.0
794784,Europe,Italy,,Milan,10,27,1995,-99.0
794785,Europe,Italy,,Milan,10,28,1995,52.0
794786,Europe,Italy,,Milan,10,29,1995,51.2
794787,Europe,Italy,,Milan,10,30,1995,54.1
794788,Europe,Italy,,Milan,10,31,1995,53.8
794789,Europe,Italy,,Milan,11,1,1995,47.1
794790,Europe,Italy,,Milan,11,2,1995,53.5
794791,Europe,Italy,,Milan,11,3,1995,44.2
794792,Europe,Italy,,Milan,11,4,1995,45.1
794793,Europe,Italy,,Milan,11,5,1995,41.7
794794,Europe,Italy,,Milan,11,6,1995,35.1
794795,Europe,Italy,,Milan,11,7,1995,43.3
794796,Europe,Italy,,Milan,11,8,1995,43.7
794797,Europe,Italy,,Milan,11,9,1995,40.5
794798,Europe,Italy,,Milan,11,10,1995,44.9
794799,Europe,Italy,,Milan,11,11,1995,47.6
794800,Europe,Italy,,Milan,11,12,1995,50.9
794801,Europe,Italy,,Milan,11,13,1995,51.8
794802,Europe,Italy,,Milan,11,14,1995,48.6
794803,Europe,Italy,,Milan,11,15,1995,46.6
794804,Europe,Italy,,Milan,11,16,1995,51.4
794805,Europe,Italy,,Milan,11,17,1995,49.6
794806,Europe,Italy,,Milan,11,18,1995,44.7
794807,Europe,Italy,,Milan,11,19,1995,36.6
794808,Europe,Italy,,Milan,11,20,1995,39.2
794809,Europe,Italy,,Milan,11,21,1995,37.1
794810,Europe,Italy,,Milan,11,22,1995,29.6
794811,Europe,Italy,,Milan,11,23,1995,30.0
794812,Europe,Italy,,Milan,11,24,1995,31.0
794813,Europe,Italy,,Milan,11,25,1995,35.6
794814,Europe,Italy,,Milan,11,26,1995,42.2
794815,Europe,Italy,,Milan,11,27,1995,44.0
794816,Europe,Italy,,Milan,11,28,1995,44.1
794817,Europe,Italy,,Milan,11,29,1995,42.9
794818,Europe,Italy,,Milan,11,30,1995,41.7
794819,Europe,Italy,,Milan,12,1,1995,38.3
794820,Europe,Italy,,Milan,12,2,1995,35.1
794821,Europe,Italy,,Milan,12,3,1995,37.3
794822,Europe,Italy,,Milan,12,4,1995,35.9
794823,Europe,Italy,,Milan,12,5,1995,30.3
794824,Europe,Italy,,Milan,12,6,1995,36.0
794825,Europe,Italy,,Milan,12,7,1995,36.4
794826,Europe,Italy,,Milan,12,8,1995,39.9
794827,Europe,Italy,,Milan,12,9,1995,39.4
794828,Europe,Italy,,Milan,12,10,1995,36.3
794829,Europe,Italy,,Milan,12,11,1995,34.1
794830,Europe,Italy,,Milan,12,12,1995,36.7
794831,Europe,Italy,,Milan,12,13,1995,34.3
794832,Europe,Italy,,Milan,12,14,1995,33.4
794833,Europe,Italy,,Milan,12,15,1995,35.4
794834,Europe,Italy,,Milan,12,16,1995,40.3
794835,Europe,Italy,,Milan,12,17,1995,44.4
794836,Europe,Italy,,Milan,12,18,1995,43.6
794837,Europe,Italy,,Milan,12,19,1995,41.4
794838,Europe,Italy,,Milan,12,20,1995,34.6
794839,Europe,Italy,,Milan,12,21,1995,36.2
794840,Europe,Italy,,Milan,12,22,1995,42.4
794841,Europe,Italy,,Milan,12,23,1995,39.6
794842,Europe,Italy,,Milan,12,24,1995,39.9
794843,Europe,Italy,,Milan,12,25,1995,43.3
794844,Europe,Italy,,Milan,12,26,1995,43.4
794845,Europe,Italy,,Milan,12,27,1995,38.5
794846,Europe,Italy,,Milan,12,28,1995,34.3
794847,Europe,Italy,,Milan,12,29,1995,33.9
794848,Europe,Italy,,Milan,12,30,1995,29.4
794849,Europe,Italy,,Milan,12,31,1995,32.1
794850,Europe,Italy,,Milan,1,1,1996,33.1
794851,Europe,Italy,,Milan,1,2,1996,35.7
794852,Europe,Italy,,Milan,1,3,1996,28.4
794853,Europe,Italy,,Milan,1,4,1996,33.8
794854,Europe,Italy,,Milan,1,5,1996,33.9
794855,Europe,Italy,,Milan,1,6,1996,33.8
794856,Europe,Italy,,Milan,1,7,1996,36.1
794857,Europe,Italy,,Milan,1,8,1996,36.5
794858,Europe,Italy,,Milan,1,9,1996,38.8
794859,Europe,Italy,,Milan,1,10,1996,42.0
794860,Europe,Italy,,Milan,1,11,1996,42.9
794861,Europe,Italy,,Milan,1,12,1996,43.6
794862,Europe,Italy,,Milan,1,13,1996,46.5
794863,Europe,Italy,,Milan,1,14,1996,46.5
794864,Europe,Italy,,Milan,1,15,1996,42.1
794865,Europe,Italy,,Milan,1,16,1996,34.5
794866,Europe,Italy,,Milan,1,17,1996,29.2
794867,Europe,Italy,,Milan,1,18,1996,28.2
794868,Europe,Italy,,Milan,1,19,1996,28.5
794869,Europe,Italy,,Milan,1,20,1996,34.6
794870,Europe,Italy,,Milan,1,21,1996,36.0
794871,Europe,Italy,,Milan,1,22,1996,35.0
794872,Europe,Italy,,Milan,1,23,1996,33.9
794873,Europe,Italy,,Milan,1,24,1996,37.8
794874,Europe,Italy,,Milan,1,25,1996,39.3
794875,Europe,Italy,,Milan,1,26,1996,39.1
794876,Europe,Italy,,Milan,1,27,1996,40.9
794877,Europe,Italy,,Milan,1,28,1996,42.1
794878,Europe,Italy,,Milan,1,29,1996,42.7
794879,Europe,Italy,,Milan,1,30,1996,39.2
794880,Europe,Italy,,Milan,1,31,1996,34.9
794881,Europe,Italy,,Milan,2,1,1996,34.2
794882,Europe,Italy,,Milan,2,2,1996,33.8
794883,Europe,Italy,,Milan,2,3,1996,35.6
794884,Europe,Italy,,Milan,2,4,1996,37.3
794885,Europe,Italy,,Milan,2,5,1996,35.9
794886,Europe,Italy,,Milan,2,6,1996,33.4
794887,Europe,Italy,,Milan,2,7,1996,30.7
794888,Europe,Italy,,Milan,2,8,1996,32.1
794889,Europe,Italy,,Milan,2,9,1996,40.8
794890,Europe,Italy,,Milan,2,10,1996,33.6
794891,Europe,Italy,,Milan,2,11,1996,33.7
794892,Europe,Italy,,Milan,2,12,1996,34.8
794893,Europe,Italy,,Milan,2,13,1996,34.6
794894,Europe,Italy,,Milan,2,14,1996,38.1
794895,Europe,Italy,,Milan,2,15,1996,37.4
794896,Europe,Italy,,Milan,2,16,1996,35.3
794897,Europe,Italy,,Milan,2,17,1996,44.1
794898,Europe,Italy,,Milan,2,18,1996,41.0
794899,Europe,Italy,,Milan,2,19,1996,40.3
794900,Europe,Italy,,Milan,2,20,1996,37.4
794901,Europe,Italy,,Milan,2,21,1996,35.4
794902,Europe,Italy,,Milan,2,22,1996,36.7
794903,Europe,Italy,,Milan,2,23,1996,33.3
794904,Europe,Italy,,Milan,2,24,1996,29.8
794905,Europe,Italy,,Milan,2,25,1996,33.6
794906,Europe,Italy,,Milan,2,26,1996,36.6
794907,Europe,Italy,,Milan,2,27,1996,38.6
794908,Europe,Italy,,Milan,2,28,1996,39.4
794909,Europe,Italy,,Milan,2,29,1996,38.9
794910,Europe,Italy,,Milan,3,1,1996,44.7
794911,Europe,Italy,,Milan,3,2,1996,43.2
794912,Europe,Italy,,Milan,3,3,1996,37.7
794913,Europe,Italy,,Milan,3,4,1996,36.3
794914,Europe,Italy,,Milan,3,5,1996,35.2
794915,Europe,Italy,,Milan,3,6,1996,33.5
794916,Europe,Italy,,Milan,3,7,1996,36.2
794917,Europe,Italy,,Milan,3,8,1996,37.5
794918,Europe,Italy,,Milan,3,9,1996,37.4
794919,Europe,Italy,,Milan,3,10,1996,36.2
794920,Europe,Italy,,Milan,3,11,1996,33.7
794921,Europe,Italy,,Milan,3,12,1996,36.4
794922,Europe,Italy,,Milan,3,13,1996,34.7
794923,Europe,Italy,,Milan,3,14,1996,38.0
794924,Europe,Italy,,Milan,3,15,1996,44.0
794925,Europe,Italy,,Milan,3,16,1996,46.0
794926,Europe,Italy,,Milan,3,17,1996,45.5
794927,Europe,Italy,,Milan,3,18,1996,48.2
794928,Europe,Italy,,Milan,3,19,1996,45.6
794929,Europe,Italy,,Milan,3,20,1996,44.6
794930,Europe,Italy,,Milan,3,21,1996,43.1
794931,Europe,Italy,,Milan,3,22,1996,50.7
794932,Europe,Italy,,Milan,3,23,1996,48.6
794933,Europe,Italy,,Milan,3,24,1996,50.4
794934,Europe,Italy,,Milan,3,25,1996,49.5
794935,Europe,Italy,,Milan,3,26,1996,51.1
794936,Europe,Italy,,Milan,3,27,1996,52.6
794937,Europe,Italy,,Milan,3,28,1996,49.2
794938,Europe,Italy,,Milan,3,29,1996,46.0
794939,Europe,Italy,,Milan,3,30,1996,48.3
794940,Europe,Italy,,Milan,3,31,1996,44.3
794941,Europe,Italy,,Milan,4,1,1996,41.1
794942,Europe,Italy,,Milan,4,2,1996,46.5
794943,Europe,Italy,,Milan,4,3,1996,43.5
794944,Europe,Italy,,Milan,4,4,1996,44.0
794945,Europe,Italy,,Milan,4,5,1996,47.7
794946,Europe,Italy,,Milan,4,6,1996,52.4
794947,Europe,Italy,,Milan,4,7,1996,52.6
794948,Europe,Italy,,Milan,4,8,1996,55.2
794949,Europe,Italy,,Milan,4,9,1996,54.8
794950,Europe,Italy,,Milan,4,10,1996,53.7
794951,Europe,Italy,,Milan,4,11,1996,55.7
794952,Europe,Italy,,Milan,4,12,1996,52.7
794953,Europe,Italy,,Milan,4,13,1996,54.5
794954,Europe,Italy,,Milan,4,14,1996,53.8
794955,Europe,Italy,,Milan,4,15,1996,56.1
794956,Europe,Italy,,Milan,4,16,1996,52.3
794957,Europe,Italy,,Milan,4,17,1996,49.9
794958,Europe,Italy,,Milan,4,18,1996,55.6
794959,Europe,Italy,,Milan,4,19,1996,56.2
794960,Europe,Italy,,Milan,4,20,1996,57.8
794961,Europe,Italy,,Milan,4,21,1996,57.4
794962,Europe,Italy,,Milan,4,22,1996,58.9
794963,Europe,Italy,,Milan,4,23,1996,53.7
794964,Europe,Italy,,Milan,4,24,1996,55.8
794965,Europe,Italy,,Milan,4,25,1996,53.8
794966,Europe,Italy,,Milan,4,26,1996,57.0
794967,Europe,Italy,,Milan,4,27,1996,54.0
794968,Europe,Italy,,Milan,4,28,1996,58.5
794969,Europe,Italy,,Milan,4,29,1996,56.0
794970,Europe,Italy,,Milan,4,30,1996,55.9
794971,Europe,Italy,,Milan,5,1,1996,56.1
794972,Europe,Italy,,Milan,5,2,1996,56.4
794973,Europe,Italy,,Milan,5,3,1996,55.6
794974,Europe,Italy,,Milan,5,4,1996,55.5
794975,Europe,Italy,,Milan,5,5,1996,56.1
794976,Europe,Italy,,Milan,5,6,1996,60.0
794977,Europe,Italy,,Milan,5,7,1996,60.4
794978,Europe,Italy,,Milan,5,8,1996,62.5
794979,Europe,Italy,,Milan,5,9,1996,59.0
794980,Europe,Italy,,Milan,5,10,1996,56.7
794981,Europe,Italy,,Milan,5,11,1996,60.5
794982,Europe,Italy,,Milan,5,12,1996,57.2
794983,Europe,Italy,,Milan,5,13,1996,59.2
794984,Europe,Italy,,Milan,5,14,1996,62.2
794985,Europe,Italy,,Milan,5,15,1996,63.0
794986,Europe,Italy,,Milan,5,16,1996,60.6
794987,Europe,Italy,,Milan,5,17,1996,59.6
794988,Europe,Italy,,Milan,5,18,1996,62.9
794989,Europe,Italy,,Milan,5,19,1996,62.6
794990,Europe,Italy,,Milan,5,20,1996,56.1
794991,Europe,Italy,,Milan,5,21,1996,54.4
794992,Europe,Italy,,Milan,5,22,1996,58.9
794993,Europe,Italy,,Milan,5,23,1996,59.8
794994,Europe,Italy,,Milan,5,24,1996,64.1
794995,Europe,Italy,,Milan,5,25,1996,64.3
794996,Europe,Italy,,Milan,5,26,1996,64.5
794997,Europe,Italy,,Milan,5,27,1996,65.2
794998,Europe,Italy,,Milan,5,28,1996,65.1
794999,Europe,Italy,,Milan,5,29,1996,60.6
795000,Europe,Italy,,Milan,5,30,1996,63.4
